source_ref,image_width,image_height,image_depth,annotations,event_time,labeling_job,status
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-12-47-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 143, 'left': 92, 'height': 17, 'width': 183}, {'class_id': 0, 'top': 100, 'left': 278, 'height': 43, 'width': 124}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-04-19-06-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 76, 'left': 226, 'height': 128, 'width': 95}, {'class_id': 0, 'top': 120, 'left': 98, 'height': 39, 'width': 75}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-04-86-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 91, 'left': 197, 'height': 141, 'width': 74}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-36-69-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 149, 'left': 124, 'height': 25, 'width': 171}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-54-49-03-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 89, 'left': 142, 'height': 45, 'width': 96}, {'class_id': 0, 'top': 132, 'left': 181, 'height': 58, 'width': 133}]",1657194220.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-57-08-25-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 122, 'left': 153, 'height': 107, 'width': 185}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-03-25-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 131, 'left': 270, 'height': 66, 'width': 72}, {'class_id': 0, 'top': 181, 'left': 329, 'height': 50, 'width': 55}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-50-45-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 138, 'left': 283, 'height': 57, 'width': 56}, {'class_id': 0, 'top': 192, 'left': 344, 'height': 36, 'width': 41}, {'class_id': 0, 'top': 171, 'left': 271, 'height': 20, 'width': 23}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-10-04-70-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 180, 'left': 265, 'height': 82, 'width': 50}, {'class_id': 0, 'top': 165, 'left': 314, 'height': 18, 'width': 11}, {'class_id': 0, 'top': 142, 'left': 205, 'height': 53, 'width': 53}, {'class_id': 0, 'top': 125, 'left': 181, 'height': 71, 'width': 80}, {'class_id': 0, 'top': 133, 'left': 183, 'height': 44, 'width': 89}, {'class_id': 0, 'top': 124, 'left': 209, 'height': 63, 'width': 70}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-07-03-86-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 128, 'left': 168, 'height': 14, 'width': 83}, {'class_id': 0, 'top': 139, 'left': 136, 'height': 9, 'width': 26}, {'class_id': 0, 'top': 262, 'left': 400, 'height': 20, 'width': 21}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-04-44-46-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 105, 'left': 300, 'height': 41, 'width': 110}, {'class_id': 0, 'top': 151, 'left': 112, 'height': 12, 'width': 181}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-17-65-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 83, 'left': 190, 'height': 157, 'width': 88}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-04-19-06-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 133, 'left': 282, 'height': 100, 'width': 106}]",1657198417.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-07-42-18-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 158, 'left': 171, 'height': 39, 'width': 161}, {'class_id': 0, 'top': 89, 'left': 186, 'height': 31, 'width': 189}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-47-06-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 90, 'left': 282, 'height': 144, 'width': 43}, {'class_id': 0, 'top': 53, 'left': 279, 'height': 168, 'width': 161}, {'class_id': 0, 'top': 74, 'left': 343, 'height': 35, 'width': 71}, {'class_id': 0, 'top': 66, 'left': 123, 'height': 141, 'width': 64}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED

